<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.07.21	04:00:00	1.01870	1.02257	1.01815	1.02231	13098	0	0
2022.07.21	08:00:00	1.02230	1.02307	1.01709	1.01913	34289	0	0
2022.07.21	12:00:00	1.01914	1.02783	1.01658	1.02649	40766	0	0
2022.07.21	16:00:00	1.02646	1.02751	1.01535	1.01815	44141	0	0
2022.07.21	20:00:00	1.01814	1.02336	1.01750	1.02300	16835	0	0
2022.07.22	00:00:00	1.02282	1.02306	1.02033	1.02043	7321	0	0
2022.07.22	04:00:00	1.02044	1.02082	1.01802	1.01808	12873	0	0
2022.07.22	08:00:00	1.01807	1.02135	1.01299	1.01532	33238	0	0
2022.07.22	12:00:00	1.01532	1.01972	1.01432	1.01874	35055	0	0
2022.07.22	16:00:00	1.01874	1.02553	1.01799	1.02319	40161	0	0
2022.07.22	20:00:00	1.02321	1.02377	1.01903	1.02109	19231	0	0
2022.07.25	00:00:00	1.02116	1.02187	1.01821	1.01822	8923	0	0
2022.07.25	04:00:00	1.01821	1.02131	1.01809	1.02073	14423	0	0
2022.07.25	08:00:00	1.02074	1.02288	1.01785	1.02222	31526	0	0
2022.07.25	12:00:00	1.02219	1.02580	1.02146	1.02458	28854	0	0
2022.07.25	16:00:00	1.02457	1.02548	1.02032	1.02213	31270	0	0
2022.07.25	20:00:00	1.02212	1.02289	1.02135	1.02188	10824	0	0
2022.07.26	00:00:00	1.02185	1.02329	1.02141	1.02303	7077	0	0
2022.07.26	04:00:00	1.02303	1.02502	1.02233	1.02256	11571	0	0
2022.07.26	08:00:00	1.02256	1.02362	1.02023	1.02079	21445	0	0
2022.07.26	12:00:00	1.02080	1.02083	1.01161	1.01485	29003	0	0
2022.07.26	16:00:00	1.01483	1.01529	1.01077	1.01271	31862	0	0
2022.07.26	20:00:00	1.01269	1.01328	1.01138	1.01155	13386	0	0
2022.07.27	00:00:00	1.01134	1.01442	1.01100	1.01404	6150	0	0
2022.07.27	04:00:00	1.01403	1.01523	1.01369	1.01507	10315	0	0
2022.07.27	08:00:00	1.01506	1.01586	1.01278	1.01419	21355	0	0
2022.07.27	12:00:00	1.01419	1.01721	1.01386	1.01430	22182	0	0
2022.07.27	16:00:00	1.01431	1.01525	1.00964	1.01111	26874	0	0
2022.07.27	20:00:00	1.01112	1.02210	1.01065	1.01975	37495	0	0
2022.07.28	00:00:00	1.02003	1.02125	1.01802	1.01861	8941	0	0
2022.07.28	04:00:00	1.01861	1.02234	1.01834	1.02022	13994	0	0
2022.07.28	08:00:00	1.02022	1.02344	1.01853	1.02175	30203	0	0
2022.07.28	12:00:00	1.02176	1.02176	1.01142	1.01637	35804	0	0
2022.07.28	16:00:00	1.01638	1.01737	1.01262	1.01580	39112	0	0
2022.07.28	20:00:00	1.01580	1.01996	1.01553	1.01963	13944	0	0
2022.07.29	00:00:00	1.01956	1.02029	1.01870	1.01979	8031	0	0
2022.07.29	04:00:00	1.01980	1.02245	1.01912	1.02094	14014	0	0
2022.07.29	08:00:00	1.02094	1.02542	1.02029	1.02219	31365	0	0
2022.07.29	12:00:00	1.02216	1.02456	1.01743	1.01772	28232	0	0
2022.07.29	16:00:00	1.01773	1.02132	1.01461	1.01971	38656	0	0
2022.07.29	20:00:00	1.01970	1.02270	1.01937	1.02258	10907	0	0
2022.08.01	00:00:00	1.02075	1.02263	1.02052	1.02204	9190	0	0
2022.08.01	04:00:00	1.02204	1.02414	1.02158	1.02241	13420	0	0
2022.08.01	08:00:00	1.02242	1.02677	1.02135	1.02560	23978	0	0
2022.08.01	12:00:00	1.02560	1.02701	1.02252	1.02362	25983	0	0
2022.08.01	16:00:00	1.02361	1.02752	1.02267	1.02742	34271	0	0
2022.08.01	20:00:00	1.02742	1.02744	1.02455	1.02617	14724	0	0
2022.08.02	00:00:00	1.02603	1.02936	1.02518	1.02865	9762	0	0
2022.08.02	04:00:00	1.02865	1.02865	1.02608	1.02712	21654	0	0
2022.08.02	08:00:00	1.02712	1.02769	1.02153	1.02410	29978	0	0
2022.08.02	12:00:00	1.02406	1.02457	1.02069	1.02120	25770	0	0
2022.08.02	16:00:00	1.02120	1.02360	1.01809	1.01952	42713	0	0
2022.08.02	20:00:00	1.01951	1.01963	1.01630	1.01655	19206	0	0
2022.08.03	00:00:00	1.01653	1.01723	1.01501	1.01582	8709	0	0
2022.08.03	04:00:00	1.01582	1.01937	1.01568	1.01860	15680	0	0
2022.08.03	08:00:00	1.01860	1.01914	1.01543	1.01878	25536	0	0
2022.08.03	12:00:00	1.01880	1.02104	1.01787	1.01860	27331	0	0
2022.08.03	16:00:00	1.01859	1.01875	1.01229	1.01502	38081	0	0
2022.08.03	20:00:00	1.01500	1.01741	1.01484	1.01661	15160	0	0
2022.08.04	00:00:00	1.01672	1.01705	1.01539	1.01653	7818	0	0
2022.08.04	04:00:00	1.01653	1.01762	1.01601	1.01643	9898	0	0
2022.08.04	08:00:00	1.01642	1.01941	1.01568	1.01917	23128	0	0
2022.08.04	12:00:00	1.01917	1.01980	1.01605	1.01882	30893	0	0
2022.08.04	16:00:00	1.01881	1.02395	1.01735	1.02367	35288	0	0
2022.08.04	20:00:00	1.02366	1.02539	1.02307	1.02447	12673	0	0
2022.08.05	00:00:00	1.02437	1.02518	1.02315	1.02324	6422	0	0
2022.08.05	04:00:00	1.02324	1.02398	1.02293	1.02351	9186	0	0
2022.08.05	08:00:00	1.02352	1.02394	1.02183	1.02238	17666	0	0
2022.08.05	12:00:00	1.02239	1.02387	1.01542	1.01582	23885	0	0
2022.08.05	16:00:00	1.01581	1.01876	1.01416	1.01830	37641	0	0
2022.08.05	20:00:00	1.01827	1.01930	1.01723	1.01776	14282	0	0
2022.08.08	00:00:00	1.01711	1.01788	1.01594	1.01664	7808	0	0
2022.08.08	04:00:00	1.01664	1.01861	1.01643	1.01858	8365	0	0
2022.08.08	08:00:00	1.01859	1.02151	1.01714	1.01921	21014	0	0
2022.08.08	12:00:00	1.01920	1.02025	1.01729	1.01988	19782	0	0
2022.08.08	16:00:00	1.01990	1.02219	1.01909	1.01962	23535	0	0
2022.08.08	20:00:00	1.01961	1.02057	1.01853	1.01943	13226	0	0
2022.08.09	00:00:00	1.01945	1.02010	1.01888	1.01914	5403	0	0
2022.08.09	04:00:00	1.01914	1.01977	1.01884	1.01941	5943	0	0
2022.08.09	08:00:00	1.01942	1.02447	1.01929	1.02396	17276	0	0
2022.08.09	12:00:00	1.02394	1.02475	1.02149	1.02375	19362	0	0
2022.08.09	16:00:00	1.02374	1.02443	1.02148	1.02185	21223	0	0
2022.08.09	20:00:00	1.02185	1.02203	1.02026	1.02126	9457	0	0
2022.08.10	00:00:00	1.02122	1.02151	1.02030	1.02077	6221	0	0
2022.08.10	04:00:00	1.02077	1.02191	1.02053	1.02133	5650	0	0
2022.08.10	08:00:00	1.02132	1.02260	1.02021	1.02224	15450	0	0
2022.08.10	12:00:00	1.02224	1.03458	1.02172	1.03242	25694	0	0
2022.08.10	16:00:00	1.03241	1.03688	1.03055	1.03251	43960	0	0
2022.08.10	20:00:00	1.03252	1.03284	1.02947	1.02988	19905	0	0
2022.08.11	00:00:00	1.02983	1.03047	1.02937	1.02981	12197	0	0
2022.08.11	04:00:00	1.02980	1.02980	1.02813	1.02834	12915	0	0
2022.08.11	08:00:00	1.02835	1.03413	1.02757	1.03410	23258	0	0
2022.08.11	12:00:00	1.03411	1.03518	1.03221	1.03471	27705	0	0
2022.08.11	16:00:00	1.03471	1.03645	1.03237	1.03301	34110	0	0
2022.08.11	20:00:00	1.03301	1.03327	1.03096	1.03194	16042	0	0
2022.08.12	00:00:00	1.03174	1.03273	1.03066	1.03128	6787	0	0
2022.08.12	04:00:00	1.03129	1.03220	1.03049	1.03179	9090	0	0
2022.08.12	08:00:00	1.03179	1.03243	1.02882	1.03023	19922	0	0
2022.08.12	12:00:00	1.03024	1.03084	1.02690	1.02706	22997	0	0
2022.08.12	16:00:00	1.02706	1.02843	1.02385	1.02565	30861	0	0
2022.08.12	20:00:00	1.02565	1.02680	1.02542	1.02560	8757	0	0
2022.08.15	00:00:00	1.02545	1.02674	1.02537	1.02663	5673	0	0
2022.08.15	04:00:00	1.02663	1.02684	1.02398	1.02504	9735	0	0
2022.08.15	08:00:00	1.02504	1.02524	1.02000	1.02071	19390	0	0
2022.08.15	12:00:00	1.02072	1.02147	1.01861	1.02009	23278	0	0
2022.08.15	16:00:00	1.02008	1.02233	1.01716	1.01759	23673	0	0
2022.08.15	20:00:00	1.01759	1.01785	1.01544	1.01596	9598	0	0
2022.08.16	00:00:00	1.01579	1.01671	1.01476	1.01537	7461	0	0
2022.08.16	04:00:00	1.01538	1.01699	1.01490	1.01591	10314	0	0
2022.08.16	08:00:00	1.01591	1.01689	1.01341	1.01386	22425	0	0
2022.08.16	12:00:00	1.01388	1.01466	1.01224	1.01439	22210	0	0
2022.08.16	16:00:00	1.01440	1.01949	1.01431	1.01659	25827	0	0
2022.08.16	20:00:00	1.01660	1.01808	1.01622	1.01702	11141	0	0
2022.08.17	00:00:00	1.01698	1.01749	1.01638	1.01707	9348	0	0
2022.08.17	04:00:00	1.01706	1.01840	1.01665	1.01817	9790	0	0
2022.08.17	08:00:00	1.01817	1.01867	1.01494	1.01741	22510	0	0
2022.08.17	12:00:00	1.01741	1.01840	1.01457	1.01585	24547	0	0
2022.08.17	16:00:00	1.01585	1.01986	1.01531	1.01651	30066	0	0
2022.08.17	20:00:00	1.01653	1.02031	1.01630	1.01807	22539	0	0
2022.08.18	00:00:00	1.01776	1.01930	1.01723	1.01878	5258	0	0
2022.08.18	04:00:00	1.01878	1.01916	1.01631	1.01671	9246	0	0
2022.08.18	08:00:00	1.01670	1.01786	1.01461	1.01670	22898	0	0
2022.08.18	12:00:00	1.01673	1.01883	1.01582	1.01695	23299	0	0
2022.08.18	16:00:00	1.01700	1.01721	1.00888	1.00903	28745	0	0
2022.08.18	20:00:00	1.00903	1.00991	1.00792	1.00875	14244	0	0
2022.08.19	00:00:00	1.00866	1.00924	1.00740	1.00792	6407	0	0
2022.08.19	04:00:00	1.00792	1.00870	1.00695	1.00762	9182	0	0
2022.08.19	08:00:00	1.00762	1.00955	1.00740	1.00887	20114	0	0
2022.08.19	12:00:00	1.00887	1.00892	1.00456	1.00655	21285	0	0
2022.08.19	16:00:00	1.00652	1.00686	1.00328	1.00360	23738	0	0
2022.08.19	20:00:00	1.00361	1.00460	1.00321	1.00393	8184	0	0
2022.08.22	00:00:00	1.00348	1.00404	1.00249	1.00259	7466	0	0
2022.08.22	04:00:00	1.00259	1.00466	1.00235	1.00380	10020	0	0
2022.08.22	08:00:00	1.00380	1.00396	0.99889	1.00138	22101	0	0
2022.08.22	12:00:00	1.00138	1.00185	0.99953	1.00063	20877	0	0
2022.08.22	16:00:00	1.00063	1.00076	0.99277	0.99320	27501	0	0
2022.08.22	20:00:00	0.99320	0.99463	0.99263	0.99430	9210	0	0
2022.08.23	00:00:00	0.99423	0.99501	0.99301	0.99397	8040	0	0
2022.08.23	04:00:00	0.99397	0.99491	0.99344	0.99345	10255	0	0
2022.08.23	08:00:00	0.99344	0.99498	0.99004	0.99324	28756	0	0
2022.08.23	12:00:00	0.99323	0.99405	0.99128	0.99239	22944	0	0
2022.08.23	16:00:00	0.99241	1.00179	0.99206	0.99793	37349	0	0
2022.08.23	20:00:00	0.99793	0.99804	0.99598	0.99695	11720	0	0
2022.08.24	00:00:00	0.99682	0.99734	0.99521	0.99527	7486	0	0
2022.08.24	04:00:00	0.99527	0.99608	0.99429	0.99575	10638	0	0
2022.08.24	08:00:00	0.99575	0.99622	0.99346	0.99462	18350	0	0
2022.08.24	12:00:00	0.99462	0.99586	0.99147	0.99285	24219	0	0
2022.08.24	16:00:00	0.99285	0.99990	0.99101	0.99533	33569	0	0
2022.08.24	20:00:00	0.99533	0.99759	0.99515	0.99662	11019	0	0
2022.08.25	00:00:00	0.99640	0.99877	0.99605	0.99825	8301	0	0
2022.08.25	04:00:00	0.99826	1.00083	0.99759	0.99990	11595	0	0
2022.08.25	08:00:00	0.99990	1.00334	0.99871	1.00072	24531	0	0
2022.08.25	12:00:00	1.00074	1.00113	0.99633	0.99695	23477	0	0
2022.08.25	16:00:00	0.99695	1.00007	0.99491	0.99608	27625	0	0
2022.08.25	20:00:00	0.99608	0.99791	0.99586	0.99743	10909	0	0
2022.08.26	00:00:00	0.99724	0.99770	0.99627	0.99656	8326	0	0
2022.08.26	04:00:00	0.99655	0.99748	0.99622	0.99626	8972	0	0
2022.08.26	08:00:00	0.99624	0.99915	0.99465	0.99891	18148	0	0
2022.08.26	12:00:00	0.99891	1.00331	0.99857	1.00329	22999	0	0
2022.08.26	16:00:00	1.00329	1.00901	0.99754	0.99800	49226	0	0
2022.08.26	20:00:00	0.99799	0.99831	0.99567	0.99646	13672	0	0
2022.08.29	00:00:00	0.99645	0.99656	0.99283	0.99302	10030	0	0
2022.08.29	04:00:00	0.99303	0.99377	0.99147	0.99165	12007	0	0
2022.08.29	08:00:00	0.99166	0.99507	0.99143	0.99385	23338	0	0
2022.08.29	12:00:00	0.99385	1.00293	0.99380	1.00086	28623	0	0
2022.08.29	16:00:00	1.00088	1.00272	0.99812	1.00147	31119	0	0
2022.08.29	20:00:00	1.00149	1.00227	0.99898	0.99972	13364	0	0
2022.08.30	00:00:00	0.99927	1.00132	0.99892	1.00060	5404	0	0
2022.08.30	04:00:00	1.00057	1.00107	0.99820	0.99997	12789	0	0
2022.08.30	08:00:00	0.99997	1.00342	0.99825	1.00250	24376	0	0
2022.08.30	12:00:00	1.00250	1.00549	1.00086	1.00115	24730	0	0
2022.08.30	16:00:00	1.00115	1.00414	0.99826	1.00238	38294	0	0
2022.08.30	20:00:00	1.00239	1.00316	1.00104	1.00137	16687	0	0
2022.08.31	00:00:00	1.00122	1.00346	1.00105	1.00273	6002	0	0
2022.08.31	04:00:00	1.00274	1.00448	1.00164	1.00403	9690	0	0
2022.08.31	08:00:00	1.00403	1.00460	0.99741	0.99793	23205	0	0
2022.08.31	12:00:00	0.99794	1.00184	0.99714	1.00084	28012	0	0
2022.08.31	16:00:00	1.00085	1.00790	0.99952	1.00535	39166	0	0
2022.08.31	20:00:00	1.00534	1.00574	1.00355	1.00545	18812	0	0
2022.09.01	00:00:00	1.00510	1.00545	1.00200	1.00234	10200	0	0
2022.09.01	04:00:00	1.00234	1.00320	1.00088	1.00143	11413	0	0
2022.09.01	08:00:00	1.00141	1.00487	1.00079	1.00371	26080	0	0
2022.09.01	12:00:00	1.00369	1.00469	0.99860	0.99884	24254	0	0
2022.09.01	16:00:00	0.99886	0.99998	0.99110	0.99367	37629	0	0
2022.09.01	20:00:00	0.99368	0.99604	0.99355	0.99442	15598	0	0
2022.09.02	00:00:00	0.99442	0.99587	0.99404	0.99562	7050	0	0
2022.09.02	04:00:00	0.99559	0.99673	0.99536	0.99667	9305	0	0
2022.09.02	08:00:00	0.99668	0.99966	0.99641	0.99729	20167	0	0
2022.09.02	12:00:00	0.99729	1.00297	0.99680	1.00105	28743	0	0
2022.09.02	16:00:00	1.00105	1.00338	0.99620	0.99695	39745	0	0
2022.09.02	20:00:00	0.99695	0.99731	0.99452	0.99571	18360	0	0
2022.09.05	00:00:00	0.99282	0.99332	0.99027	0.99155	12891	0	0
2022.09.05	04:00:00	0.99155	0.99246	0.99005	0.99054	14172	0	0
2022.09.05	08:00:00	0.99053	0.99372	0.98778	0.99112	27647	0	0
2022.09.05	12:00:00	0.99113	0.99443	0.99071	0.99237	21599	0	0
2022.09.05	16:00:00	0.99237	0.99348	0.99179	0.99292	13227	0	0
2022.09.05	20:00:00	0.99292	0.99360	0.99274	0.99310	2371	0	0
2022.09.06	00:00:00	0.99245	0.99692	0.99133	0.99684	11193	0	0
2022.09.06	04:00:00	0.99686	0.99708	0.99426	0.99464	15909	0	0
2022.09.06	08:00:00	0.99464	0.99865	0.99448	0.99581	29649	0	0
2022.09.06	12:00:00	0.99581	0.99604	0.98993	0.99002	27817	0	0
2022.09.06	16:00:00	0.99005	0.99291	0.98640	0.99086	40175	0	0
2022.09.06	20:00:00	0.99088	0.99118	0.98954	0.99031	15620	0	0
2022.09.07	00:00:00	0.99031	0.99071	0.98831	0.98905	8296	0	0
2022.09.07	04:00:00	0.98904	0.98964	0.98770	0.98926	16369	0	0
2022.09.07	08:00:00	0.98930	0.99301	0.98874	0.99066	21821	0	0
2022.09.07	12:00:00	0.99068	0.99142	0.98756	0.98931	25002	0	0
2022.09.07	16:00:00	0.98930	0.99757	0.98837	0.99735	31907	0	0
2022.09.07	20:00:00	0.99736	1.00107	0.99714	1.00057	15259	0	0
2022.09.08	00:00:00	0.99969	1.00132	0.99829	0.99854	7896	0	0
2022.09.08	04:00:00	0.99853	0.99946	0.99794	0.99900	12102	0	0
2022.09.08	08:00:00	0.99900	1.00146	0.99762	0.99979	24585	0	0
2022.09.08	12:00:00	0.99979	1.00300	0.99846	0.99999	32267	0	0
2022.09.08	16:00:00	0.99999	1.00017	0.99308	0.99689	45061	0	0
2022.09.08	20:00:00	0.99689	0.99998	0.99648	0.99983	18545	0	0
2022.09.09	00:00:00	0.99983	1.00509	0.99915	1.00441	7482	0	0
2022.09.09	04:00:00	1.00438	1.00841	1.00438	1.00724	12951	0	0
2022.09.09	08:00:00	1.00723	1.01134	1.00585	1.01073	26342	0	0
2022.09.09	12:00:00	1.01072	1.01073	1.00347	1.00447	26141	0	0
2022.09.09	16:00:00	1.00447	1.00628	1.00322	1.00541	29011	0	0
2022.09.09	20:00:00	1.00542	1.00553	1.00368	1.00455	8498	0	0
2022.09.12	00:00:00	1.01017	1.01017	1.00597	1.00704	8406	0	0
2022.09.12	04:00:00	1.00703	1.00951	1.00691	1.00780	11885	0	0
2022.09.12	08:00:00	1.00780	1.01979	1.00775	1.01919	27696	0	0
2022.09.12	12:00:00	1.01919	1.01919	1.01292	1.01417	27291	0	0
2022.09.12	16:00:00	1.01417	1.01445	1.01044	1.01438	27025	0	0
2022.09.12	20:00:00	1.01440	1.01446	1.01109	1.01211	12320	0	0
2022.09.13	00:00:00	1.01207	1.01465	1.01178	1.01350	6297	0	0
2022.09.13	04:00:00	1.01349	1.01382	1.01195	1.01285	8618	0	0
2022.09.13	08:00:00	1.01282	1.01563	1.01270	1.01545	18224	0	0
2022.09.13	12:00:00	1.01544	1.01873	1.00305	1.00371	28828	0	0
2022.09.13	16:00:00	1.00373	1.00427	0.99893	0.99985	40329	0	0
2022.09.13	20:00:00	0.99985	1.00064	0.99663	0.99686	16301	0	0
2022.09.14	00:00:00	0.99674	0.99835	0.99551	0.99787	10382	0	0
2022.09.14	04:00:00	0.99787	1.00011	0.99715	0.99954	14594	0	0
2022.09.14	08:00:00	0.99954	1.00098	0.99596	0.99915	29764	0	0
2022.09.14	12:00:00	0.99912	1.00236	0.99798	0.99978	31549	0	0
2022.09.14	16:00:00	0.99979	1.00084	0.99707	0.99974	33136	0	0
2022.09.14	20:00:00	0.99974	0.99999	0.99692	0.99814	12627	0	0
2022.09.15	00:00:00	0.99781	0.99842	0.99714	0.99758	2760	0	1
2022.09.15	04:00:00	0.99756	0.99825	0.99662	0.99679	4060	0	0
2022.09.15	08:00:00	0.99679	0.99956	0.99556	0.99924	17428	0	0
2022.09.15	12:00:00	0.99924	1.00181	0.99691	1.00078	22183	0	0
2022.09.15	16:00:00	1.00079	1.00138	0.99815	1.00057	30321	0	0
2022.09.15	20:00:00	1.00058	1.00155	0.99879	0.99966	13014	0	0
2022.09.16	00:00:00	0.99975	1.00108	0.99858	1.00059	3157	0	1
2022.09.16	04:00:00	1.00056	1.00121	0.99910	0.99957	5108	0	0
2022.09.16	08:00:00	0.99957	0.99988	0.99444	0.99550	23696	0	0
2022.09.16	12:00:00	0.99550	0.99893	0.99533	0.99555	21216	0	0
2022.09.16	16:00:00	0.99554	1.00367	0.99536	1.00069	35968	0	0
2022.09.16	20:00:00	1.00069	1.00145	0.99932	1.00129	12962	0	0
2022.09.19	00:00:00	1.00043	1.00291	1.00038	1.00111	3735	0	1
2022.09.19	04:00:00	1.00111	1.00127	0.99906	0.99922	3418	0	0
2022.09.19	08:00:00	0.99922	0.99934	0.99659	0.99761	13572	0	0
2022.09.19	12:00:00	0.99759	1.00051	0.99668	0.99830	19534	0	0
2022.09.19	16:00:00	0.99832	1.00183	0.99757	1.00124	26309	0	0
2022.09.19	20:00:00	1.00125	1.00275	1.00030	1.00240	12033	0	0
2022.09.20	00:00:00	1.00197	1.00506	1.00191	1.00349	4597	0	1
2022.09.20	04:00:00	1.00347	1.00377	1.00196	1.00223	5510	0	0
2022.09.20	08:00:00	1.00223	1.00422	1.00003	1.00101	21623	0	0
2022.09.20	12:00:00	1.00100	1.00188	0.99549	0.99712	24316	0	0
2022.09.20	16:00:00	0.99712	0.99995	0.99590	0.99799	28984	0	0
2022.09.20	20:00:00	0.99799	0.99834	0.99601	0.99711	15165	0	0
2022.09.21	00:00:00	0.99697	0.99753	0.99570	0.99622	5168	0	1
2022.09.21	04:00:00	0.99622	0.99710	0.99571	0.99597	5450	0	0
2022.09.21	08:00:00	0.99598	0.99685	0.98842	0.99020	27809	0	0
2022.09.21	12:00:00	0.99020	0.99377	0.98955	0.99134	19574	0	0
2022.09.21	16:00:00	0.99133	0.99165	0.98663	0.98696	26921	0	0
2022.09.21	20:00:00	0.98697	0.99106	0.98127	0.98372	40389	0	0
2022.09.22	00:00:00	0.98362	0.98477	0.98075	0.98155	6676	0	1
2022.09.22	04:00:00	0.98155	0.98377	0.98087	0.98284	12213	0	0
2022.09.22	08:00:00	0.98284	0.99074	0.98132	0.98792	39542	0	0
2022.09.22	12:00:00	0.98790	0.98879	0.98555	0.98770	34662	0	0
2022.09.22	16:00:00	0.98768	0.98775	0.98120	0.98397	42665	0	0
2022.09.22	20:00:00	0.98395	0.98523	0.98298	0.98395	18166	0	0
2022.09.23	00:00:00	0.98283	0.98485	0.98244	0.98432	3840	0	1
2022.09.23	04:00:00	0.98434	0.98520	0.98184	0.98230	5680	0	0
2022.09.23	08:00:00	0.98230	0.98383	0.97509	0.97528	22517	0	0
2022.09.23	12:00:00	0.97528	0.97716	0.97364	0.97558	38816	0	0
2022.09.23	16:00:00	0.97558	0.97750	0.97021	0.97074	39028	0	0
2022.09.23	20:00:00	0.97074	0.97186	0.96678	0.96880	17295	0	0
2022.09.26	00:00:00	0.96714	0.97090	0.95524	0.95689	16524	0	0
2022.09.26	04:00:00	0.95689	0.96633	0.95577	0.96280	22920	0	0
2022.09.26	08:00:00	0.96277	0.97012	0.96202	0.96850	38716	0	0
2022.09.26	12:00:00	0.96850	0.96977	0.96190	0.96693	38023	0	0
2022.09.26	16:00:00	0.96693	0.96818	0.96079	0.96215	55658	0	0
2022.09.26	20:00:00	0.96210	0.96276	0.95994	0.96087	25419	0	0
2022.09.27	00:00:00	0.96084	0.96386	0.95834	0.96339	7403	0	1
2022.09.27	04:00:00	0.96338	0.96457	0.96231	0.96363	8805	0	1
2022.09.27	08:00:00	0.96363	0.96711	0.96210	0.96242	30530	0	0
2022.09.27	12:00:00	0.96241	0.96527	0.96064	0.96226	31889	0	0
2022.09.27	16:00:00	0.96228	0.96438	0.95691	0.95813	51058	0	0
2022.09.27	20:00:00	0.95808	0.96010	0.95710	0.95924	24196	0	0
2022.09.28	00:00:00	0.95923	0.96006	0.95677	0.95723	6864	0	0
2022.09.28	04:00:00	0.95722	0.95766	0.95426	0.95506	15377	0	0
2022.09.28	08:00:00	0.95505	0.95887	0.95357	0.95562	35257	0	0
2022.09.28	12:00:00	0.95567	0.96024	0.95379	0.95850	53473	0	0
2022.09.28	16:00:00	0.95850	0.97081	0.95758	0.97022	53413	0	0
2022.09.28	20:00:00	0.97022	0.97509	0.97008	0.97347	23489	0	0
2022.09.29	00:00:00	0.97315	0.97365	0.96892	0.96892	6587	0	2
2022.09.29	04:00:00	0.96892	0.96994	0.96741	0.96854	9350	0	1
2022.09.29	08:00:00	0.96856	0.96875	0.96355	0.96655	37038	0	0
2022.09.29	12:00:00	0.96646	0.97465	0.96638	0.96879	43657	0	0
2022.09.29	16:00:00	0.96879	0.97978	0.96847	0.97761	51051	0	0
2022.09.29	20:00:00	0.97761	0.98151	0.97695	0.98147	24610	0	0
2022.09.30	00:00:00	0.98144	0.98436	0.98114	0.98251	8283	0	0
2022.09.30	04:00:00	0.98250	0.98290	0.97943	0.97994	11657	0	0
2022.09.30	08:00:00	0.97992	0.98539	0.97900	0.98328	39956	0	0
2022.09.30	12:00:00	0.98335	0.98379	0.97356	0.97548	41085	0	0
2022.09.30	16:00:00	0.97549	0.98185	0.97348	0.97901	50280	0	0
2022.09.30	20:00:00	0.97901	0.98158	0.97827	0.97990	23397	0	0
2022.10.03	00:00:00	0.97747	0.98085	0.97746	0.98012	8897	0	1
2022.10.03	04:00:00	0.98012	0.98284	0.97851	0.97854	10683	0	0
2022.10.03	08:00:00	0.97856	0.98344	0.97843	0.98109	34478	0	0
2022.10.03	12:00:00	0.98108	0.98128	0.97526	0.97656	28841	0	0
2022.10.03	16:00:00	0.97656	0.98447	0.97580	0.98080	45477	0	0
2022.10.03	20:00:00	0.98079	0.98290	0.97881	0.98246	22125	0	0
2022.10.04	00:00:00	0.98239	0.98378	0.98101	0.98267	6903	0	2
2022.10.04	04:00:00	0.98267	0.98453	0.98060	0.98334	10747	0	0
2022.10.04	08:00:00	0.98334	0.98959	0.98259	0.98750	28526	0	0
2022.10.04	12:00:00	0.98747	0.99346	0.98527	0.99242	33851	0	0
2022.10.04	16:00:00	0.99247	0.99937	0.99099	0.99701	39451	0	0
2022.10.04	20:00:00	0.99702	0.99996	0.99604	0.99842	24704	0	0
2022.10.05	00:00:00	0.99835	0.99896	0.99700	0.99755	5251	0	2
2022.10.05	04:00:00	0.99755	0.99904	0.99592	0.99660	11845	0	1
2022.10.05	08:00:00	0.99658	0.99949	0.99229	0.99475	30549	0	0
2022.10.05	12:00:00	0.99474	0.99519	0.98918	0.99115	28181	0	0
2022.10.05	16:00:00	0.99115	0.99142	0.98345	0.98632	39904	0	0
2022.10.05	20:00:00	0.98632	0.98970	0.98602	0.98752	21262	0	0
2022.10.06	00:00:00	0.98747	0.99262	0.98629	0.99168	7459	0	2
2022.10.06	04:00:00	0.99166	0.99263	0.99029	0.99208	9434	0	0
2022.10.06	08:00:00	0.99208	0.99259	0.98750	0.98886	31905	0	0
2022.10.06	12:00:00	0.98887	0.99026	0.98556	0.98685	36889	0	0
2022.10.06	16:00:00	0.98685	0.98704	0.97881	0.98025	48524	0	0
2022.10.06	20:00:00	0.98022	0.98169	0.97889	0.97911	26700	0	0
2022.10.07	00:00:00	0.97879	0.97976	0.97845	0.97932	5406	0	3
2022.10.07	04:00:00	0.97933	0.98118	0.97865	0.97916	7470	0	1
2022.10.07	08:00:00	0.97917	0.98168	0.97657	0.98018	28890	0	0
2022.10.07	12:00:00	0.98017	0.98111	0.97259	0.97501	29162	0	0
2022.10.07	16:00:00	0.97501	0.97912	0.97416	0.97610	47466	0	0
2022.10.07	20:00:00	0.97611	0.97694	0.97307	0.97381	18679	0	0
2022.10.10	00:00:00	0.97312	0.97414	0.97247	0.97377	11186	0	0
2022.10.10	04:00:00	0.97381	0.97533	0.97324	0.97399	13818	0	0
2022.10.10	08:00:00	0.97399	0.97436	0.96819	0.96885	25765	0	0
2022.10.10	12:00:00	0.96887	0.97192	0.96871	0.97148	27192	0	0
2022.10.10	16:00:00	0.97146	0.97455	0.96853	0.96919	38997	0	0
2022.10.10	20:00:00	0.96918	0.97240	0.96847	0.97029	21349	0	0
2022.10.11	00:00:00	0.97005	0.97228	0.96934	0.97203	12704	0	0
